links
https://takeuforward.org/interviews/blind-75-leetcode-problems-detailed-video-solutions/
https://leetcode.com/problems/set-matrix-zeroes/
https://leetcode.com/problems/pascals-triangle/
https://leetcode.com/problems/next-permutation/
https://leetcode.com/problems/maximum-subarray/
https://leetcode.com/problems/sort-colors/
https://leetcode.com/problems/best-time-to-buy-and-sell-stock/
https://leetcode.com/problems/rotate-image/
https://leetcode.com/problems/merge-intervals/
https://leetcode.com/problems/merge-sorted-array/
https://leetcode.com/problems/find-the-duplicate-number/
https://leetcode.com/problems/search-a-2d-matrix/
https://leetcode.com/problems/powx-n/
https://leetcode.com/problems/majority-element/
https://leetcode.com/problems/majority-element-ii/
https://leetcode.com/problems/unique-paths/
https://leetcode.com/problems/reverse-pairs/
https://leetcode.com/problems/two-sum/
https://leetcode.com/problems/4sum/
https://leetcode.com/problems/longest-consecutive-sequence/
https://leetcode.com/problems/longest-substring-without-repeating-characters/
https://leetcode.com/problems/reverse-linked-list/
https://leetcode.com/problems/middle-of-the-linked-list/
https://leetcode.com/problems/merge-two-sorted-lists/
https://leetcode.com/problems/remove-nth-node-from-end-of-list/
https://leetcode.com/problems/add-two-numbers/
https://leetcode.com/problems/delete-node-in-a-linked-list/
https://leetcode.com/problems/intersection-of-two-linked-lists/
https://leetcode.com/problems/linked-list-cycle/
https://leetcode.com/problems/reverse-nodes-in-k-group/
https://leetcode.com/problems/palindrome-linked-list/
https://leetcode.com/problems/linked-list-cycle-ii/
https://leetcode.com/problems/rotate-list/description/
https://leetcode.com/problems/copy-list-with-random-pointer/
https://leetcode.com/problems/3sum/
https://leetcode.com/problems/trapping-rain-water/
https://leetcode.com/problems/remove-duplicates-from-sorted-array/
https://leetcode.com/problems/max-consecutive-ones/
https://leetcode.com/problems/max-consecutive-ones/
https://leetcode.com/problems/subsets-ii/
https://leetcode.com/problems/combination-sum/
https://leetcode.com/problems/combination-sum-ii/
https://leetcode.com/problems/palindrome-partitioning/
https://leetcode.com/problems/permutation-sequence/
https://leetcode.com/problems/permutations/
https://leetcode.com/problems/n-queens/
https://leetcode.com/problems/sudoku-solver/
https://leetcode.com/problems/single-element-in-a-sorted-array/
https://leetcode.com/problems/search-in-rotated-sorted-array/
https://leetcode.com/problems/median-of-two-sorted-arrays/
https://leetcode.com/problems/kth-largest-element-in-an-array/
https://leetcode.com/problems/find-median-from-data-stream/
https://leetcode.com/problems/top-k-frequent-elements/
https://leetcode.com/problems/implement-stack-using-queues/
https://leetcode.com/problems/implement-queue-using-stacks/
https://leetcode.com/problems/valid-parentheses/
https://leetcode.com/problems/next-greater-element-i/
https://leetcode.com/problems/lru-cache/
https://leetcode.com/problems/lfu-cache/
https://leetcode.com/problems/largest-rectangle-in-histogram/
https://leetcode.com/problems/sliding-window-maximum/
https://leetcode.com/problems/min-stack/
https://leetcode.com/problems/rotting-oranges/
https://leetcode.com/problems/online-stock-span/
https://leetcode.com/accounts/login/?next=/problems/find-the-celebrity/
https://leetcode.com/problems/reverse-words-in-a-string/
https://leetcode.com/problems/longest-palindromic-substring/
https://leetcode.com/problems/roman-to-integer/
https://leetcode.com/problems/string-to-integer-atoi/
https://leetcode.com/problems/longest-common-prefix/
